,Country ,English Level,Price,Diploma,Certificate,Response Time,No Of Lessons,Stars,Reviews,Popularity Score
3333,Tunisia,C1,41,No,Yes,1,48,5.0,3,2.385606273598312
3334,Philippines,C2,15,Yes,Yes,1,1920,4.9,33,7.440718305401649
3335,South Africa,Native,37,No,Yes,1,108,4.0,3,1.9084850188786495
3336,South Africa,Native,60,No,Yes,16,631,5.0,9,4.771212547196624
3337,South Africa,Native,30,No,Yes,1,542,5.0,9,4.771212547196624
3338,South Africa,A1,26,No,Yes,1,1230,4.7,14,5.386801767687719
3339,Turkey,Native,45,Yes,Yes,4,84,5.0,2,1.505149978319906
3340,United States of America,A1,58,Yes,Yes,1,1267,5.0,44,8.217263382430938
3341,United Kingdom,Native,82,No,Yes,6,438,5.0,12,5.395906230238125
3342,United States of America,Native,67,No,Yes,24,1270,5.0,10,5.0
3343,South Africa,Native,30,No,Yes,16,2,5.0,1,0.0
3344,United Kingdom,Native,149,Yes,Yes,4,56,5.0,2,1.505149978319906
3345,Nigeria,B1,26,Yes,Yes,2,2179,5.0,52,8.580016718173995
3346,Philippines,C1,26,No,Yes,11,99,5.0,1,0.0
3347,Ireland,Native,52,Yes,Yes,3,467,5.0,4,3.010299956639812
3348,South Africa,Native,26,No,Yes,9,1302,5.0,11,5.206963425791126
3349,Philippines,C1,15,Yes,Yes,1,222,5.0,11,5.206963425791126
3350,South Africa,Native,41,No,Yes,3,168,5.0,8,4.515449934959718
3351,Namibia,Native,63,No,Yes,1,3311,5.0,40,8.01029995663981
3352,South Africa,C2,30,Yes,Yes,3,192,5.0,5,3.494850021680094
3353,Botswana,Native,30,No,Yes,1,573,4.9,14,5.616027374823366
3354,South Africa,Native,22,No,Yes,5,411,5.0,9,4.771212547196624
3355,United Kingdom,Native,52,No,Yes,2,773,5.0,15,5.880456295278407
3356,United States of America,Native,67,Yes,Yes,1,1175,5.0,12,5.395906230238125
3357,France,Native,112,Yes,Yes,1,1011,4.9,27,7.013682444379039
3358,Uganda,B2,37,No,No,0,14,5.0,1,0.0
3359,Nigeria,Native,30,Yes,Yes,1,278,5.0,8,4.515449934959718
3360,Italy,Native,74,No,No,20,21,5.0,1,0.0
3361,United Kingdom,Native,67,No,Yes,4,335,5.0,3,2.385606273598312
3362,United States of America,Native,67,No,Yes,4,1999,5.0,13,5.569716761534184
3363,Ukraine,Native,48,Yes,No,1,178,5.0,1,0.0
3364,India,C2,56,Yes,Yes,1,813,5.0,44,8.217263382430938
3365,India,A2,45,No,Yes,2,107,5.0,4,3.010299956639812
3366,South Africa,Native,45,Yes,Yes,0,17,5.0,1,0.0
3367,Philippines,C2,33,No,Yes,2,65,5.0,3,2.385606273598312
3368,Pakistan,Native,19,No,Yes,1,74,5.0,9,4.771212547196624
3369,South Africa,Native,71,No,Yes,6,766,5.0,17,6.15224460689137
3370,Canada,A2,93,Yes,Yes,3,2034,5.0,15,5.880456295278407
3371,United States of America,Native,93,Yes,Yes,24,926,4.5,8,4.063904941463746
3372,South Africa,Native,11,No,Yes,12,138,5.0,4,3.010299956639812
3373,South Africa,Native,22,No,No,12,264,5.0,6,3.8907562519182175
3374,Cameroon,Native,11,No,Yes,1,2,5.0,1,0.0
3375,United Kingdom,Native,56,No,No,2,543,5.0,4,3.010299956639812
3376,United States of America,Native,60,Yes,Yes,7,684,5.0,11,5.206963425791126
3377,South Africa,Native,26,No,Yes,1,997,5.0,19,6.393768004764144
3378,South Africa,Native,37,No,Yes,2,40,5.0,1,0.0
3379,South Africa,A2,37,No,Yes,2,688,5.0,20,6.505149978319906
3380,South Africa,Native,26,No,Yes,5,85,5.0,3,2.385606273598312
3381,United Kingdom,Native,89,No,Yes,2,347,5.0,13,5.569716761534184
3382,South Africa,Native,22,No,Yes,1,742,5.0,11,5.206963425791126
3383,Nigeria,Native,22,Yes,Yes,1,1045,4.7,20,6.114840979620712
3384,Philippines,Native,15,Yes,No,1,437,4.8,9,4.580364045308759
3385,South Africa,Native,86,No,Yes,1,306,5.0,12,5.395906230238125
3386,Serbia,C2,22,No,Yes,1,838,5.0,9,4.771212547196624
3387,South Africa,Native,33,No,Yes,2,306,4.8,22,6.44362886794659
3388,South Africa,Native,30,Yes,Yes,1,65,5.0,3,2.385606273598312
3389,Honduras,A1,82,Yes,Yes,1,231,5.0,5,3.494850021680094
3390,Ukraine,A2,78,Yes,Yes,9,461,5.0,13,5.569716761534184
3391,United States of America,Native,82,Yes,Yes,1,197,5.0,6,3.8907562519182175
3392,South Africa,Native,30,Yes,Yes,1,128,5.0,6,3.8907562519182175
3393,South Africa,Native,11,No,Yes,2,864,4.5,20,5.854634980487916
3394,Ukraine,C2,67,Yes,Yes,4,630,5.0,3,2.385606273598312
3395,Ukraine,C2,52,Yes,Yes,1,848,5.0,16,6.020599913279624
3396,South Africa,Native,45,No,Yes,2,255,5.0,3,2.385606273598312
3397,Cameroon,Native,19,No,Yes,3,654,4.9,13,5.4583224263035
3398,Italy,Native,52,Yes,Yes,24,692,4.8,6,3.73512600184149
3399,Philippines,C2,30,Yes,Yes,2,72,5.0,3,2.385606273598312
3400,South Africa,Native,33,Yes,No,1,939,5.0,13,5.569716761534184
3401,United States of America,Native,48,No,Yes,3,345,5.0,4,3.010299956639812
3402,South Africa,Native,33,No,Yes,0,18,5.0,3,2.385606273598312
3403,Serbia,C1,41,Yes,Yes,1,274,5.0,4,3.010299956639812
3404,South Africa,Native,11,No,Yes,24,23,3.0,1,0.0
3405,Philippines,Native,26,Yes,No,2,430,5.0,5,3.494850021680094
3406,Philippines,C2,37,No,Yes,1,474,5.0,9,4.771212547196624
3407,Zimbabwe,Native,33,No,Yes,1,207,5.0,9,4.771212547196624
3408,Pakistan,C2,11,Yes,Yes,1,1023,5.0,40,8.01029995663981
3409,Philippines,C2,11,Yes,No,24,24,5.0,1,0.0
3410,Ukraine,C2,74,No,Yes,1,277,5.0,6,3.8907562519182175
3411,South Africa,Native,22,No,Yes,1,1686,4.7,27,6.7274096915472406
3412,South Africa,Native,19,No,Yes,21,731,4.7,15,5.527628917561702
3413,Italy,C1,104,Yes,No,1,361,5.0,9,4.771212547196624
3414,South Africa,A1,372,No,Yes,1,194,5.0,11,5.206963425791126
3415,South Africa,Native,19,No,Yes,2,587,4.8,23,6.536293612884445
3416,Greece,C2,41,Yes,Yes,1,290,5.0,9,4.771212547196624
3417,South Africa,Native,26,No,No,1,102,5.0,2,1.505149978319906
3418,South Africa,Native,56,Yes,Yes,12,466,5.0,6,3.8907562519182175
3419,Turkey,Native,56,Yes,No,1,26,5.0,1,0.0
3420,South Africa,Native,37,No,Yes,0,177,5.0,2,1.505149978319906
3421,Zimbabwe,Native,11,No,Yes,6,853,3.9,15,4.586755910317157
3422,South Africa,Native,11,No,Yes,9,42,3.0,5,2.0969100130080567
3423,United Kingdom,A1,186,Yes,Yes,24,1034,4.7,14,5.386801767687719
3424,Cameroon,B1,11,No,Yes,2,416,5.0,11,5.206963425791126
3425,Ukraine,B2,45,Yes,Yes,1,11,5.0,1,0.0
3426,South Africa,Native,22,Yes,Yes,0,98,5.0,1,0.0
3427,South Africa,Native,11,Yes,Yes,0,231,4.7,13,5.235533755842133
3428,Cameroon,B1,11,No,No,1,5,5.0,1,0.0
3429,United States of America,Native,71,Yes,Yes,1,11,5.0,2,1.505149978319906
3430,United Kingdom,Native,74,No,No,24,4295,5.0,24,6.90105620855803
3431,Jamaica,Native,82,No,Yes,2,1339,5.0,10,5.0
3432,Canada,A1,63,Yes,Yes,1,683,5.0,11,5.206963425791126
3433,South Africa,C1,15,No,Yes,1,296,5.0,10,5.0
3434,Chile,A1,93,Yes,Yes,4,366,5.0,8,4.515449934959718
3435,South Africa,Native,56,No,Yes,1,215,5.0,5,3.494850021680094
3436,Philippines,C2,26,Yes,Yes,0,43,5.0,1,0.0
3437,ru,Native,60,Yes,Yes,5,830,5.0,8,4.515449934959718
3438,South Africa,Native,19,No,Yes,1,908,5.0,10,5.0
3439,Mexico,Native,50,No,Yes,1,483,5.0,5,3.494850021680094
3440,Eswatini,Native,19,Yes,Yes,0,140,5.0,5,3.494850021680094
3441,South Africa,Native,26,No,Yes,12,17,5.0,2,1.505149978319906
3442,United Kingdom,Native,93,Yes,Yes,0,140,5.0,2,1.505149978319906
3443,Nigeria,C2,11,Yes,No,9,3,5.0,1,0.0
3444,South Africa,Native,60,Yes,Yes,1,494,5.0,13,5.569716761534184
3445,South Africa,Native,30,No,Yes,18,1359,4.9,37,7.684188447928276
3446,Indonesia,C2,22,Yes,Yes,6,57,5.0,1,0.0
3447,South Africa,Native,41,Yes,Yes,2,821,5.0,8,4.515449934959718
3448,Haiti,C2,26,No,Yes,1,216,4.3,6,3.3460503766496674
3449,United States of America,Native,52,Yes,Yes,2,287,5.0,8,4.515449934959718
3450,India,C2,11,Yes,Yes,3,969,4.8,25,6.710112041625781
3451,South Africa,Native,37,No,Yes,1,543,4.7,7,3.971960788067008
3452,Canada,Native,93,Yes,Yes,4,641,5.0,31,7.456808469171364
3453,Ukraine,C2,71,Yes,Yes,4,1297,5.0,22,6.712113404111031
3454,South Africa,Native,41,No,Yes,2,523,5.0,8,4.515449934959718
3455,Ukraine,B2,48,Yes,Yes,1,55,5.0,2,1.505149978319906
3456,China,C1,56,Yes,Yes,3,59,5.0,3,2.385606273598312
3457,United States of America,Native,74,No,Yes,0,870,5.0,9,4.771212547196624
3458,Italy,Native,63,Yes,Yes,12,38,5.0,3,2.385606273598312
3459,Ireland,B2,74,No,No,2,19,5.0,2,1.505149978319906
3460,Tunisia,Native,30,No,Yes,1,336,5.0,11,5.206963425791126
3461,South Africa,B2,37,No,Yes,1,7,5.0,1,0.0
3462,South Africa,Native,11,No,Yes,1,197,4.4,7,3.71843137606273
3463,South Africa,Native,33,No,Yes,0,93,5.0,2,1.505149978319906
3464,South Africa,Native,19,No,No,1,687,4.8,22,6.44362886794659
3465,South Africa,Native,26,No,Yes,24,180,4.2,5,2.9356740182112797
3466,United Kingdom,Native,74,Yes,Yes,2,844,4.9,30,7.237894148126347
3467,Canada,Native,112,Yes,Yes,5,136,5.0,2,1.505149978319906
3468,Ukraine,B2,33,Yes,Yes,11,79,5.0,1,0.0
3469,Nigeria,Native,37,No,Yes,1,6,5.0,1,0.0
3470,Cameroon,Native,15,No,Yes,3,410,5.0,8,4.515449934959718
3471,South Africa,Native,30,Yes,Yes,4,127,5.0,2,1.505149978319906
3472,Lesotho,Native,15,No,Yes,8,25,5.0,2,1.505149978319906
3473,South Africa,Native,33,No,Yes,24,773,4.9,15,5.762847169372839
3474,Ireland,Native,45,Yes,Yes,3,127,5.0,1,0.0
3475,Saudi Arabia,C2,33,Yes,Yes,3,31,5.0,1,0.0
3476,South Africa,Native,26,No,Yes,1,187,5.0,3,2.385606273598312
3477,Ukraine,C2,74,Yes,Yes,1,1051,5.0,17,6.15224460689137
3478,Nigeria,Native,26,Yes,Yes,14,646,5.0,15,5.880456295278407
3479,United Kingdom,Native,74,No,Yes,2,272,4.8,28,6.946358550442652
3480,Tunisia,C1,37,Yes,Yes,1,228,4.9,10,4.9
3481,South Africa,Native,41,No,Yes,0,738,5.0,8,4.515449934959718
3482,South Africa,Native,19,No,No,24,743,4.8,11,4.99868488875948
3483,Canada,Native,108,No,Yes,3,1351,4.5,39,7.159790731619246
3484,Ukraine,B1,56,Yes,Yes,3,68,5.0,1,0.0
3485,Canada,A2,138,No,Yes,1,1823,5.0,19,6.393768004764144
3486,United States of America,Native,71,No,Yes,1,556,5.0,15,5.880456295278407
3487,South Africa,Native,37,No,Yes,1,611,5.0,13,5.569716761534184
3488,United States of America,Native,69,No,Yes,5,1271,5.0,36,7.781512503836437
3489,Australia,Native,74,Yes,Yes,1,339,5.0,9,4.771212547196624
3490,United Kingdom,Native,149,No,Yes,0,333,5.0,5,3.494850021680094
3491,South Africa,Native,15,No,Yes,2,908,4.8,22,6.44362886794659
3492,Philippines,Native,30,Yes,Yes,1,151,5.0,6,3.8907562519182175
3493,South Africa,Native,60,No,Yes,3,1097,5.0,16,6.020599913279624
3494,India,Native,37,Yes,Yes,1,36,4.0,4,2.4082399653118496
3495,Canada,Native,37,No,No,1,13,5.0,1,0.0
3496,Cameroon,Native,11,No,Yes,1,85,4.4,5,3.075468019078483
3497,South Africa,C1,15,Yes,Yes,8,48,5.0,2,1.505149978319906
3498,Cameroon,Native,11,No,Yes,6,164,4.9,17,6.029199714753543
3499,United Arab Emirates,C1,15,No,No,12,20,5.0,1,0.0
3500,Nigeria,Native,19,No,Yes,2,28,5.0,1,0.0
3501,Canada,Native,93,Yes,Yes,3,862,5.0,15,5.880456295278407
3502,Italy,C1,56,No,No,0,85,5.0,1,0.0
3503,South Africa,Native,19,Yes,Yes,24,142,5.0,1,0.0
3504,Kazakhstan,C1,33,No,No,24,600,5.0,6,3.8907562519182175
3505,South Africa,Native,26,No,Yes,24,653,5.0,8,4.515449934959718
3506,Pakistan,C1,30,No,No,1,33,5.0,1,0.0
3507,Brazil,C2,56,Yes,No,0,101,5.0,1,0.0
3508,United States of America,Native,179,Yes,Yes,3,33,5.0,2,1.505149978319906
3509,South Africa,Native,37,No,Yes,1,288,3.7,3,1.7653486424627511
3510,Cameroon,Native,26,No,Yes,23,1214,4.9,19,6.265892644668862
3511,Turkey,A2,74,No,Yes,2,973,5.0,16,6.020599913279624
3512,Poland,Native,86,No,Yes,1,517,5.0,8,4.515449934959718
3513,South Africa,Native,37,No,Yes,6,417,5.0,4,3.010299956639812
3514,South Africa,A1,74,No,Yes,1,120,5.0,1,0.0
3515,South Africa,Native,15,Yes,Yes,3,1083,4.7,32,7.074204898103559
3516,United Kingdom,Native,149,Yes,Yes,0,87,5.0,5,3.494850021680094
3517,South Africa,Native,26,No,Yes,17,585,4.5,8,4.063904941463746
3518,United States of America,Native,167,Yes,Yes,3,738,5.0,15,5.880456295278407
3519,South Africa,Native,45,Yes,No,2,1040,5.0,16,6.020599913279624
3520,Philippines,A1,26,Yes,No,1,333,5.0,3,2.385606273598312
3521,Nigeria,A1,26,Yes,Yes,24,316,5.0,7,4.225490200071284
3522,Canada,Native,48,No,Yes,5,297,5.0,9,4.771212547196624
3523,Belgium,A2,37,No,Yes,1,164,5.0,10,5.0
3524,Romania,C2,39,Yes,No,2,53,5.0,3,2.385606273598312
3525,South Africa,Native,37,No,Yes,4,41,5.0,4,3.010299956639812
3526,Germany,C1,74,Yes,No,1,80,5.0,3,2.385606273598312
3527,Sri Lanka,Native,26,No,Yes,2,105,5.0,1,0.0
3528,South Africa,Native,22,No,Yes,1,144,5.0,10,5.0
3529,Nigeria,Native,67,Yes,Yes,1,463,5.0,10,5.0
3530,United States of America,Native,97,Yes,Yes,2,738,5.0,50,8.494850021680094
3531,United States of America,Native,52,No,Yes,0,99,5.0,1,0.0
3532,United States of America,Native,93,Yes,Yes,1,69,5.0,1,0.0
3533,South Africa,Native,37,No,Yes,3,16,5.0,1,0.0
3534,Cameroon,A1,11,Yes,No,1,3804,4.7,74,8.78538908273559
3535,South Africa,Native,19,Yes,Yes,4,52,5.0,1,0.0
3536,Mexico,Native,33,No,No,1,483,5.0,3,2.385606273598312
3537,Ukraine,C2,33,No,Yes,1,1250,5.0,5,3.494850021680094
3538,United States of America,Native,56,No,Yes,24,2092,5.0,30,7.385606273598312
3539,South Africa,A1,37,No,Yes,2,366,4.9,17,6.029199714753543
3540,United States of America,Native,126,No,No,1,132,5.0,4,3.010299956639812
3541,Nigeria,Native,15,No,Yes,7,494,4.2,10,4.2
3542,South Africa,Native,15,Yes,Yes,1,54,5.0,3,2.385606273598312
3543,Philippines,C2,30,No,Yes,1,278,4.9,10,4.9
3544,South Africa,Native,19,No,Yes,13,529,5.0,14,5.73064017839119
3545,United Kingdom,Native,93,Yes,Yes,1,86,5.0,10,5.0
3546,Sri Lanka,C2,26,Yes,No,5,10,5.0,1,0.0
3547,Italy,B1,108,Yes,Yes,2,427,5.0,12,5.395906230238125
3548,South Africa,Native,37,Yes,Yes,8,560,5.0,7,4.225490200071284
3549,Nigeria,Native,15,Yes,Yes,1,518,5.0,16,6.020599913279624
3550,United States of America,Native,82,Yes,No,6,35,5.0,1,0.0
3551,United States of America,Native,108,Yes,Yes,12,154,5.0,4,3.010299956639812
3552,Philippines,Native,45,Yes,No,24,946,5.0,14,5.73064017839119
3553,South Africa,Native,37,No,Yes,16,614,5.0,26,7.07486673985409
3554,Philippines,Native,22,Yes,Yes,3,1837,4.7,39,7.478003653024546
3555,United Kingdom,Native,93,Yes,No,3,252,5.0,2,1.505149978319906
3556,South Africa,Native,26,Yes,Yes,4,188,4.1,9,3.912394288701232
3557,Philippines,Native,45,Yes,Yes,1,1343,5.0,35,7.720340221751378
3558,Cameroon,Native,19,No,Yes,5,2144,5.0,24,6.90105620855803
3559,Italy,C1,82,Yes,Yes,1,583,5.0,6,3.8907562519182175
3560,Lebanon,Native,37,Yes,Yes,1,49,5.0,3,2.385606273598312
3561,United Kingdom,Native,104,No,No,1,3709,4.9,100,9.8
3562,Jamaica,Native,93,Yes,Yes,1,349,5.0,3,2.385606273598312
3563,Spain,C2,56,No,Yes,6,541,4.9,8,4.425140936260524
3564,Cameroon,C1,11,Yes,No,1,127,5.0,4,3.010299956639812
3565,South Africa,Native,15,No,Yes,1,18,5.0,2,1.505149978319906
3566,Indonesia,C2,26,Yes,No,0,576,5.0,3,2.385606273598312
3567,Botswana,Native,37,Yes,Yes,1,526,5.0,10,5.0
3568,Canada,Native,45,No,No,1,18,5.0,1,0.0
3569,Cameroon,Native,33,No,Yes,6,1536,4.9,67,8.94776653323405
3570,Nigeria,Native,45,Yes,Yes,1,368,5.0,8,4.515449934959718
3571,Cameroon,Native,19,No,No,1,457,5.0,17,6.15224460689137
3572,United Kingdom,Native,74,No,Yes,2,84,5.0,2,1.505149978319906
3573,Cameroon,Native,19,No,Yes,1,219,5.0,5,3.494850021680094
3574,United States of America,B2,74,No,No,1,12,5.0,2,1.505149978319906
3575,Ireland,Native,82,Yes,Yes,21,400,4.9,22,6.5778711360288105
3576,Turkey,Native,56,Yes,Yes,1,222,5.0,6,3.8907562519182175
3577,Eswatini,Native,15,Yes,Yes,5,183,5.0,4,3.010299956639812
3578,India,A2,37,Yes,Yes,1,119,4.3,6,3.3460503766496674
3579,United States of America,Native,167,Yes,No,1,414,4.8,13,5.346928091072816
3580,South Africa,Native,15,No,Yes,0,1,1.0,1,0.0
3581,South Africa,Native,11,No,Yes,1,392,5.0,8,4.515449934959718
3582,India,C2,30,No,Yes,3,585,5.0,21,6.611096473669597
3583,South Africa,Native,22,Yes,Yes,2,905,5.0,14,5.73064017839119
3584,Nigeria,Native,30,Yes,Yes,1,1045,5.0,12,5.395906230238125
3585,South Africa,Native,41,No,Yes,2,90,5.0,2,1.505149978319906
3586,South Africa,Native,67,No,Yes,1,697,5.0,29,7.31198998949478
3587,United Kingdom,Native,119,Yes,Yes,1,1637,4.9,60,8.712941126879855
3588,United States of America,Native,56,Yes,Yes,11,120,5.0,1,0.0
3589,Zimbabwe,Native,50,No,Yes,0,157,5.0,2,1.505149978319906
3590,South Africa,Native,41,No,Yes,1,192,5.0,3,2.385606273598312
3591,Philippines,Native,15,Yes,Yes,4,2207,4.7,56,8.216483726929143
3592,South Africa,Native,19,No,Yes,2,435,5.0,11,5.206963425791126
3593,United Kingdom,Native,71,Yes,Yes,4,347,5.0,5,3.494850021680094
3594,Philippines,Native,26,Yes,Yes,4,340,4.3,21,5.685542967355853
3595,Côte d'Ivoire,Native,26,Yes,No,24,172,5.0,5,3.494850021680094
3596,South Africa,Native,19,Yes,Yes,9,2,5.0,1,0.0
3597,South Africa,Native,19,No,Yes,24,1240,4.9,41,7.902640897926704
3598,Lithuania,C2,119,No,No,1,1010,5.0,13,5.569716761534184
3599,United Kingdom,B1,74,No,Yes,0,1,5.0,1,0.0
3600,Nigeria,Native,19,No,Yes,1,32,5.0,4,3.010299956639812
3601,Ukraine,C1,45,Yes,Yes,2,181,5.0,5,3.494850021680094
3602,Spain,Native,82,Yes,No,4,123,5.0,7,4.225490200071284
3603,South Africa,Native,30,No,Yes,24,35,5.0,2,1.505149978319906
3604,Germany,Native,71,No,Yes,4,1326,5.0,8,4.515449934959718
3605,Belize,Native,56,No,Yes,1,1140,4.9,10,4.9
3606,United Kingdom,B2,298,Yes,No,13,2139,5.0,14,5.73064017839119
3607,United Kingdom,B1,56,No,No,1,10032,5.0,81,9.542425094393248
3608,Cameroon,Native,11,No,No,1,1592,4.5,23,6.127775262079168
3609,South Africa,Native,52,No,Yes,1,982,5.0,20,6.505149978319906
3610,South Africa,Native,30,Yes,Yes,1,1071,5.0,24,6.90105620855803
3611,Lesotho,Native,30,Yes,Yes,1,15,5.0,1,0.0
3612,Ukraine,C2,86,Yes,Yes,13,566,5.0,7,4.225490200071284
3613,United States of America,Native,141,Yes,Yes,2,1101,5.0,15,5.880456295278407
3614,India,C2,26,Yes,No,2,646,5.0,11,5.206963425791126
3615,Canada,Native,48,Yes,Yes,2,42,1.0,1,0.0
3616,South Africa,Native,37,No,Yes,1,165,5.0,3,2.385606273598312
3617,Philippines,C2,56,Yes,Yes,0,178,5.0,4,3.010299956639812
3618,South Africa,Native,30,No,No,0,95,5.0,1,0.0
3619,Nigeria,Native,33,No,Yes,1,2154,4.9,32,7.37523489376754
3620,India,C2,15,No,No,15,1340,4.9,26,6.933369405057008
3621,South Africa,Native,19,No,No,5,72,5.0,3,2.385606273598312
3622,Cameroon,Native,15,No,Yes,2,1107,4.4,25,6.150936038156966
3623,South Africa,Native,19,No,Yes,16,297,3.2,11,3.3324565925063205
3624,Germany,Native,67,Yes,Yes,1,44,5.0,1,0.0
3625,South Africa,B1,56,No,Yes,19,131,5.0,9,4.771212547196624
3626,South Africa,Native,22,Yes,Yes,1,86,5.0,1,0.0
3627,United States of America,C1,56,Yes,Yes,1,550,4.9,13,5.4583224263035
3628,United Kingdom,Native,93,No,Yes,1,903,5.0,13,5.569716761534184
3629,United States of America,Native,112,No,No,24,799,4.7,7,3.971960788067008
3630,Pakistan,A1,56,Yes,Yes,1,2529,5.0,61,8.926649175053836
3631,Kenya,Native,15,No,Yes,7,207,5.0,4,3.010299956639812
3632,South Africa,Native,37,No,Yes,2,116,5.0,3,2.385606273598312
3633,South Africa,Native,37,Yes,Yes,4,161,5.0,5,3.494850021680094
3634,Jordan,C1,71,No,No,3,875,5.0,17,6.15224460689137
3635,United States of America,Native,78,Yes,Yes,6,199,4.3,6,3.3460503766496674
3636,Philippines,C2,22,Yes,Yes,2,350,5.0,5,3.494850021680094
3637,Nigeria,Native,15,Yes,Yes,1,143,5.0,3,2.385606273598312
3638,South Africa,Native,26,Yes,Yes,2,81,5.0,2,1.505149978319906
3639,United Kingdom,Native,45,No,Yes,24,1270,4.8,22,6.44362886794659
3640,South Africa,C2,26,No,Yes,3,581,5.0,11,5.206963425791126
3641,South Africa,A1,33,No,Yes,3,286,5.0,7,4.225490200071284
3642,Nigeria,Native,22,No,Yes,1,308,5.0,6,3.8907562519182175
3643,United Kingdom,Native,60,No,Yes,1,60,5.0,1,0.0
3644,South Africa,Native,19,Yes,Yes,0,110,5.0,1,0.0
3645,United States of America,Native,67,Yes,Yes,15,270,5.0,1,0.0
3646,United States of America,C2,56,Yes,No,4,449,5.0,9,4.771212547196624
3647,Philippines,C2,37,Yes,Yes,1,784,5.0,6,3.8907562519182175
3648,Canada,Native,63,Yes,Yes,1,683,5.0,11,5.206963425791126
3649,ru,C2,56,Yes,Yes,1,378,5.0,14,5.73064017839119
3650,Poland,Native,104,Yes,Yes,3,1840,5.0,11,5.206963425791126
3651,Pakistan,C1,19,Yes,Yes,1,170,5.0,17,6.15224460689137
3652,South Africa,Native,11,No,Yes,24,340,5.0,8,4.515449934959718
3653,Mexico,C2,50,No,Yes,1,483,5.0,5,3.494850021680094
3654,South Africa,A1,60,Yes,Yes,1,495,5.0,13,5.569716761534184
3655,South Africa,Native,30,No,Yes,8,40,5.0,3,2.385606273598312
3656,Zambia,Native,11,No,Yes,0,481,5.0,20,6.505149978319906
3657,Philippines,C1,19,Yes,No,3,414,5.0,6,3.8907562519182175
3658,South Africa,Native,30,Yes,Yes,2,184,5.0,3,2.385606273598312
3659,United States of America,Native,63,Yes,Yes,24,675,5.0,6,3.8907562519182175
3660,Turkey,B2,15,No,Yes,2,21,5.0,2,1.505149978319906
3661,Georgia,C1,33,No,Yes,1,36,5.0,1,0.0
3662,United States of America,C2,112,Yes,Yes,24,962,5.0,9,4.771212547196624
3663,Venezuela,C2,45,Yes,No,0,80,4.0,4,2.4082399653118496
3664,United Kingdom,Native,130,Yes,Yes,24,112,5.0,6,3.8907562519182175
3665,Philippines,C2,15,Yes,Yes,24,108,1.0,2,0.3010299956639812
3666,Canada,A1,78,Yes,Yes,1,338,5.0,7,4.225490200071284
3667,Philippines,C2,19,Yes,Yes,1,55,5.0,2,1.505149978319906
3668,Botswana,A2,37,No,Yes,1,229,5.0,5,3.494850021680094
3669,Ireland,Native,45,No,No,1,21,5.0,1,0.0
3670,United States of America,Native,41,Yes,No,5,14,5.0,2,1.505149978319906
3671,Cameroon,Native,13,No,Yes,1,227,5.0,10,5.0
3672,Canada,A1,56,No,No,24,250,5.0,5,3.494850021680094
3673,South Africa,Native,26,No,No,20,854,5.0,11,5.206963425791126
3674,Zimbabwe,Native,11,Yes,Yes,6,864,3.9,30,5.760772893406683
3675,Cameroon,Native,11,No,No,1,1360,4.9,41,7.902640897926704
3676,Lesotho,Native,56,No,Yes,1,870,5.0,14,5.73064017839119
3677,South Africa,Native,33,No,Yes,1,189,3.0,2,0.9030899869919436
3678,China,B2,52,Yes,Yes,1,262,5.0,1,0.0
3679,Cameroon,Native,11,Yes,Yes,1,7,5.0,1,0.0
3680,South Africa,Native,22,No,Yes,3,539,5.0,5,3.494850021680094
3681,Philippines,Native,19,Yes,Yes,24,38,5.0,2,1.505149978319906
3682,South Africa,Native,56,No,No,8,402,5.0,14,5.73064017839119
3683,Cameroon,Native,15,No,Yes,1,53,5.0,6,3.8907562519182175
3684,Ukraine,C1,130,No,No,0,2,5.0,1,0.0
3685,Ukraine,Native,33,Yes,Yes,11,79,5.0,1,0.0
3686,Canada,Native,93,Yes,Yes,2,290,5.0,6,3.8907562519182175
3687,South Africa,Native,45,No,Yes,6,16,5.0,1,0.0
3688,South Africa,Native,26,Yes,Yes,1,316,5.0,7,4.225490200071284
3689,United Kingdom,Native,86,No,Yes,2,235,5.0,11,5.206963425791126
3690,Gabon,Native,130,No,Yes,1,1477,4.9,22,6.5778711360288105
3691,Turkey,C2,45,No,No,24,315,5.0,10,5.0
3692,Canada,Native,45,Yes,No,5,87,5.0,3,2.385606273598312
3693,South Africa,Native,15,Yes,Yes,13,155,5.0,1,0.0
3694,Cameroon,Native,30,Yes,No,1,500,4.9,53,8.448951761043867
3695,Cameroon,Native,26,Yes,Yes,1,31,5.0,1,0.0
3696,Uganda,Native,19,No,No,1,241,5.0,4,3.010299956639812
3697,United Kingdom,Native,89,Yes,Yes,0,309,5.0,5,3.494850021680094
3698,Vietnam,Native,30,No,Yes,1,894,5.0,12,5.395906230238125
3699,United States of America,Native,93,No,Yes,24,151,5.0,4,3.010299956639812
3700,South Africa,Native,37,No,Yes,1,210,5.0,4,3.010299956639812
3701,Philippines,Native,93,No,Yes,8,1,5.0,1,0.0
3702,Philippines,Native,26,Yes,Yes,24,1863,5.0,44,8.217263382430938
3703,South Africa,Native,30,No,Yes,1,415,5.0,9,4.771212547196624
3704,South Africa,Native,11,Yes,Yes,3,960,4.8,18,6.025308024495868
3705,Philippines,Native,19,Yes,No,22,16,5.0,1,0.0
3706,South Africa,Native,26,No,Yes,4,304,5.0,7,4.225490200071284
